h5_relative_path,volume,slice_index,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,whole_tumor_pixels,has_tumor,eligible_br_lora_slice,image_channel,image_channel_index,label_rule,image_role,source_cohort
volume_1_slice_51.h5,1,51,381,968,891,2240,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_52.h5,1,52,368,955,1005,2328,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_53.h5,1,53,369,1091,1085,2545,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_54.h5,1,54,391,1335,1133,2859,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_55.h5,1,55,444,1408,1140,2992,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_56.h5,1,56,494,1439,1137,3070,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_57.h5,1,57,551,1475,1112,3138,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_58.h5,1,58,618,1563,1091,3272,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_59.h5,1,59,708,1929,1007,3644,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_60.h5,1,60,766,2215,925,3906,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_61.h5,1,61,768,2382,918,4068,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_62.h5,1,62,758,2508,920,4186,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_63.h5,1,63,743,2625,912,4280,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_64.h5,1,64,749,2974,865,4588,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_65.h5,1,65,714,3274,857,4845,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_66.h5,1,66,680,3496,854,5030,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_67.h5,1,67,634,3568,846,5048,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_68.h5,1,68,566,3647,827,5040,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_69.h5,1,69,502,3723,789,5014,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_70.h5,1,70,461,3797,759,5017,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_71.h5,1,71,401,3782,738,4921,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_72.h5,1,72,348,3820,692,4860,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_73.h5,1,73,287,3843,631,4761,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_74.h5,1,74,242,3787,555,4584,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_75.h5,1,75,143,3875,534,4552,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_76.h5,1,76,33,3903,564,4500,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_77.h5,1,77,2,3924,502,4428,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_78.h5,1,78,0,4056,397,4453,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_79.h5,1,79,0,3968,297,4265,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_80.h5,1,80,0,4018,199,4217,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_81.h5,1,81,0,4142,67,4209,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_82.h5,1,82,0,4146,29,4175,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_83.h5,1,83,0,4135,0,4135,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_84.h5,1,84,0,4183,0,4183,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_85.h5,1,85,0,4077,0,4077,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_86.h5,1,86,0,3832,0,3832,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_87.h5,1,87,0,3797,0,3797,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_88.h5,1,88,0,3765,0,3765,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_89.h5,1,89,0,3752,0,3752,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_90.h5,1,90,0,3764,0,3764,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_91.h5,1,91,0,3535,0,3535,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_92.h5,1,92,0,3257,0,3257,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_93.h5,1,93,0,3164,0,3164,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_94.h5,1,94,0,3008,0,3008,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_95.h5,1,95,0,2772,0,2772,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_96.h5,1,96,0,2290,0,2290,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_97.h5,1,97,0,1815,0,1815,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_98.h5,1,98,0,1673,0,1673,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_99.h5,1,99,0,1598,0,1598,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_100.h5,1,100,0,1508,0,1508,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_101.h5,1,101,0,1397,0,1397,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_102.h5,1,102,0,1211,0,1211,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_103.h5,1,103,0,1055,0,1055,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_104.h5,1,104,0,966,0,966,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_105.h5,1,105,0,867,0,867,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_106.h5,1,106,0,780,0,780,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_107.h5,1,107,0,647,0,647,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_108.h5,1,108,0,418,0,418,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_109.h5,1,109,0,141,0,141,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_110.h5,1,110,0,89,0,89,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_111.h5,1,111,0,48,0,48,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_112.h5,1,112,0,14,0,14,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_113.h5,1,113,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_114.h5,1,114,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_115.h5,1,115,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_116.h5,1,116,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_117.h5,1,117,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_118.h5,1,118,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_119.h5,1,119,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_120.h5,1,120,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_121.h5,1,121,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_122.h5,1,122,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_123.h5,1,123,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_124.h5,1,124,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_125.h5,1,125,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_126.h5,1,126,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_127.h5,1,127,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_128.h5,1,128,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_129.h5,1,129,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_130.h5,1,130,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_131.h5,1,131,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_132.h5,1,132,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_133.h5,1,133,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_134.h5,1,134,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_135.h5,1,135,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_136.h5,1,136,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_137.h5,1,137,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_138.h5,1,138,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_139.h5,1,139,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_140.h5,1,140,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_141.h5,1,141,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_142.h5,1,142,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_143.h5,1,143,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_144.h5,1,144,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_145.h5,1,145,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_146.h5,1,146,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_147.h5,1,147,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_148.h5,1,148,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_149.h5,1,149,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_150.h5,1,150,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_151.h5,1,151,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_152.h5,1,152,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_153.h5,1,153,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_1_slice_154.h5,1,154,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_0.h5,2,0,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_1.h5,2,1,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_2.h5,2,2,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_3.h5,2,3,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_4.h5,2,4,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_5.h5,2,5,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_6.h5,2,6,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_7.h5,2,7,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_8.h5,2,8,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_9.h5,2,9,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_10.h5,2,10,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_11.h5,2,11,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_12.h5,2,12,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_13.h5,2,13,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_14.h5,2,14,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_15.h5,2,15,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_16.h5,2,16,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_17.h5,2,17,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_18.h5,2,18,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_19.h5,2,19,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_20.h5,2,20,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_21.h5,2,21,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_22.h5,2,22,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_23.h5,2,23,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_24.h5,2,24,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_25.h5,2,25,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_26.h5,2,26,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_27.h5,2,27,0,2,0,2,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_28.h5,2,28,0,29,0,29,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_29.h5,2,29,0,86,0,86,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_30.h5,2,30,0,109,0,109,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_31.h5,2,31,0,148,0,148,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_32.h5,2,32,0,228,0,228,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_33.h5,2,33,0,315,0,315,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_34.h5,2,34,0,425,0,425,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_35.h5,2,35,0,532,0,532,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_36.h5,2,36,0,618,0,618,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_37.h5,2,37,49,693,9,751,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_38.h5,2,38,2,724,128,854,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_39.h5,2,39,8,733,211,952,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_40.h5,2,40,85,797,200,1082,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_41.h5,2,41,160,817,182,1159,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_42.h5,2,42,216,810,185,1211,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_43.h5,2,43,252,845,202,1299,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_44.h5,2,44,288,866,211,1365,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_45.h5,2,45,301,950,238,1489,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_46.h5,2,46,311,1118,228,1657,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_47.h5,2,47,337,1205,211,1753,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_48.h5,2,48,365,1287,207,1859,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_49.h5,2,49,384,1372,206,1962,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_50.h5,2,50,416,1400,203,2019,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_51.h5,2,51,436,1414,207,2057,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_52.h5,2,52,450,1431,201,2082,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_53.h5,2,53,456,1446,203,2105,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_54.h5,2,54,464,1413,202,2079,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_55.h5,2,55,461,1438,205,2104,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_56.h5,2,56,457,1415,202,2074,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_57.h5,2,57,448,1400,204,2052,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_58.h5,2,58,441,1412,196,2049,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_59.h5,2,59,411,1401,206,2018,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_60.h5,2,60,391,1390,203,1984,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_61.h5,2,61,352,1364,207,1923,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_62.h5,2,62,312,1337,205,1854,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_63.h5,2,63,266,1333,208,1807,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_64.h5,2,64,224,1391,211,1826,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_65.h5,2,65,177,1342,212,1731,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_66.h5,2,66,122,1241,232,1595,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_67.h5,2,67,85,1256,215,1556,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_68.h5,2,68,29,1287,192,1508,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_69.h5,2,69,2,1291,151,1444,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_2_slice_70.h5,2,70,2,1340,65,1407,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
